자동차검사소명,자동차검사소유형,소재지도로명주소,소재지지번주소,위도,경도,검사소전화번호,운영시간,검사진로수,부지면적,건물면적,검사기술인력수,신규검사여부,정기검사여부,튜닝검사여부,임시검사여부,수리검사여부,배출가스정밀검사여부,택시미터검정여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
대신자동차공업사,민간,전라남도 영광군 영광읍 백수로 1650-16,전라남도 영광군 영광읍 신하리 625,35.28132885,126.4858765,061-351-0808,09:00~18:00,1,2366,880,1,N,Y,N,N,N,N,N,061-350-5365,전라남도 영광군청,2023-08-22,4970000,전라남도 영광군
1급 서울자동차공업사,민간,전라남도 영광군 영광읍 천년로 1348,전라남도 영광군 영광읍 녹사리 70-3,35.26659144,126.4947088,061-353-8400,09:00~18:00,1,1013,301.3,1,N,Y,N,N,N,N,N,061-350-5365,전라남도 영광군청,2023-08-22,4970000,전라남도 영광군
금성1급종합정비,민간,경상남도 의령군 부림면 의합대로 2102,경상남도 의령군 부림면 막곡리 321-2,35.46086044,128.3300157,055-574-9300,평일:09:00~17:00,1,1234,504,1,N,Y,N,N,N,Y,N,055-570-3645,경상남도 의령군청,2023-08-16,5390000,경상남도 의령군
대도정비,민간,경상남도 의령군 의령읍 의병로 107,경상남도 의령군 의령읍 서동리 781,35.32086066,128.2496293,055-573-8275,평일:09:00~17:30+토요일:9:00~11:30,1,1058,526.1,1,N,Y,N,N,N,N,Y,055-570-3645,경상남도 의령군청,2023-08-16,5390000,경상남도 의령군
노원자동차검사소,공공,서울특별시 노원구 공릉로62길 41,서울특별시 노원구 하계동 252,37.6374744752,127.0716369731,02-972-4121,09:00 ~18:00,6,9396.5,198.29,,Y,Y,Y,Y,Y,Y,Y,02-309-5000,한국교통안전공단 서울본부,2023-08-02,3100000,서울특별시 노원구
신영자동차공업사,민간,서울특별시 노원구 광운로 149,서울특별시 노원구 월계동 626-13,37.62830886,127.0564969,02-902-4600,09:00 ~18:00,1,1964,238.35,,N,Y,N,N,N,Y,Y,02-2116-4051,노원구 교통행정과,2023-08-02,3100000,서울특별시 노원구
(주)인천현대모터스,민간,인천광역시 동구 중봉대로 68(송현동),인천광역시 동구 송현동 2-43,37.48523552,126.6448882,032-765-5001,평일:09:00~18:00+토요일:09:00~13:00,1,1830,310,2,N,Y,N,Y,N,Y,Y,032-579-7811,교통안전공단 서인천검사소,2023-08-04,3500000,인천광역시 동구
월드자동차공업(주),민간,인천광역시 동구 봉수대로 95(송림동),인천광역시 동구 송림동 295-14,37.48456097,126.6595316,032-579-8977,평일:09:00~18:00+토요일:09:00~13:00,1,1730,280,3,N,Y,N,Y,N,Y,Y,032-579-7811,교통안전공단 서인천검사소,2023-08-04,3500000,인천광역시 동구
쌍용자동차 인천정비사업소(주),민간,인천광역시 동구 방축로 17(송현동),인천광역시 동구 송현동 140-11,37.48850054,126.6489468,032-584-5520,평일:09:00~18:00+토요일:09:00~13:00,2,12000,3900,4,N,Y,N,Y,N,Y,Y,032-579-7811,교통안전공단 서인천검사소,2023-08-04,3500000,인천광역시 동구
(주)샵모터스,민간,인천광역시 동구 방축로 165(송림동),인천광역시 동구 송림동 297-45,37.48096038,126.663222,032-576-6532,평일:08:30~18:00+토요일:08:30~13:00,1,1700,630,3,N,Y,N,Y,N,Y,Y,032-579-7811,교통안전공단 서인천검사소,2023-08-04,3500000,인천광역시 동구
북항자동차정비검사소,민간,인천광역시 동구 방축로9번길 57(송현동),인천광역시 동구 송현동 142-13,37.49027644,126.6501681,032-583-5582,평일:08:30~17:30+토요일:08:30~13:00,2,2300,690,4,N,Y,N,Y,N,Y,Y,032-579-7811,교통안전공단 서인천검사소,2023-08-04,3500000,인천광역시 동구
그린종합정비,민간,강원도 화천군 화천읍 산수화로 127,강원도 화천군 화천읍 중리 102-11,38.115745000,127.713319000,033-442-1237,09:00~18:00,0,2754,1700,1,N,Y,N,Y,Y,Y,N,033-440-2366,강원도 화천군청,2018-08-10,4311000,강원특별자치도 화천군
아로모터스,민간,강원도 화천군 화천읍 산수화로5길 17,강원도 화천군 화천읍 중리 191-22,38.109489000,127.708636000,033-442-3345,09:00~18:00,0,2046,1129,1,N,Y,N,Y,Y,Y,Y,033-440-2366,강원도 화천군청,2018-08-10,4311000,강원특별자치도 화천군
화천정비사업소,민간,강원도 화천군 화천읍 노신로 67,강원도 화천군 화천읍 신읍리 591-4,38.117531000,127.700033000,033-441-4417,09:00~18:00,0,2444,1007,1,N,Y,N,Y,Y,Y,N,033-440-2366,강원도 화천군청,2018-08-10,4311000,강원특별자치도 화천군
경주자동차검사소,공공,경상북도 경주시 산업로4391 (용강동),경상북도 경주시 용강동859-3,35.87194126,129.2238735,054-773-0448,(평일)09:00~18:00+(토요일)09:00~13:00,1,4537,1253,,Y,Y,Y,Y,Y,Y,Y,053-794-3812,한국교통안전공단 대구경북본부,2023-07-26,B553881,한국교통안전공단
고양자동차검사소,공공,경기도 고양시 일산동구 성석로141 (성석동),경기도 고양시 일산동구 성석동827-2,37.68990973,126.7979117,031-977-3939,(평일)09:00~18:00+(토요일)09:00~13:00,3,4714,1022,,Y,Y,Y,Y,Y,Y,Y,031-837-7603,한국교통안전공단 경기북부본부,2023-07-26,B553881,한국교통안전공단
광주자동차검사소,공공,광주광역시 남구 송암로96 (송하동),광주광역시 남구 송하동251-4,35.1136346,126.8750002,062-606-7650,(평일)09:00~18:00+(토요일)09:00~13:00,3,8504,2276,,Y,Y,Y,Y,Y,Y,Y,062-606-7610,한국교통안전공단 광주전남본부,2023-07-26,B553881,한국교통안전공단
구로자동차검사소,공공,서울특별시 구로구 경인로113 (오류동),서울특별시 구로구 오류동91-1,37.49284945,126.8333562,02-2037-6000,(평일)09:00~18:00+(토요일)09:00~13:00,5,4114,1510,,Y,Y,Y,Y,Y,Y,Y,02-309-5000,한국교통안전공단 서울본부,2023-07-26,B553881,한국교통안전공단
구미자동차검사소,공공,경상북도 구미시 야은로722 (원평동),경상북도 구미시 원평동941,36.1247009,128.3582939,054-456-7514,(평일)09:00~18:00+(토요일)09:00~13:00,2,3293,620,,Y,Y,Y,Y,Y,Y,Y,053-794-3812,한국교통안전공단 대구경북본부,2023-07-26,B553881,한국교통안전공단
군산자동차검사소,공공,전라북도 군산시 외항로292 (소룡동),전라북도 군산시 소룡동60-2,35.96984844,126.6369344,063-467-3508,(평일)09:00~18:00+(토요일)09:00~13:00,1,3306,404,,Y,Y,Y,Y,Y,Y,Y,063-212-4740,한국교통안전공단 전북본부,2023-07-26,B553881,한국교통안전공단
김해자동차검사소,공공,경상남도 김해시 주촌면 골든루트로 65-6,경상남도 김해시 주촌면 농소리633-1,35.21229328,128.8281836,055-333-5205,(평일)09:00~18:00+(토요일)09:00~13:00,2,3449,973,,Y,Y,Y,Y,Y,Y,Y,055-294-2501,한국교통안전공단 경남본부,2023-07-26,B553881,한국교통안전공단
남양주자동차검사소,공공,경기도 남양주시 진건읍 독정로273길 31-19,경기도 남양주시 진건읍 송능리60-7,37.6769141,127.1962784,031-575-1472,(평일)09:00~18:00+(토요일)09:00~13:00,3,2625,861,,Y,Y,Y,Y,Y,Y,Y,031-837-7603,한국교통안전공단 경기북부본부,2023-07-26,B553881,한국교통안전공단
남원자동차검사소,공공,전라북도 남원시 충정로 265-15 (월락동),전라북도 남원시 월락동530,35.42581768,127.3964368,063-625-2803,(평일)09:00~18:00+(토요일)09:00~13:00,1,3208,458,,Y,Y,Y,Y,Y,N,Y,063-212-4740,한국교통안전공단 전북본부,2023-07-26,B553881,한국교통안전공단
노원자동차검사소,공공,서울특별시 노원구 공릉로62길 41 (하계동),서울특별시 노원구 하계동252,37.6374723,127.071625,02-972-4121,(평일)09:00~18:00+(토요일)09:00~13:00,6,9456,1847,,Y,Y,Y,Y,Y,Y,Y,02-309-5000,한국교통안전공단 서울본부,2023-07-26,B553881,한국교통안전공단
달서자동차검사소,공공,대구광역시 달서구 월배로5길 10 (유천동),대구광역시 달서구 유천동360-6,35.81281691,128.5170497,053-587-8181,(평일)09:00~18:00+(토요일)09:00~13:00,2,2790,419,,Y,Y,Y,Y,Y,Y,Y,053-794-3812,한국교통안전공단 대구경북본부,2023-07-26,B553881,한국교통안전공단
㈜주왕,민간,경기도 수원시 영통구 덕영대로 1727(영통동),경기도 수원시 영통구 영통동 1025-14,37.2482551,127.0802822,031-205-0049,평일: 09:00~18:00+토요일: 09:00~13:00,2,4521,240,4,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
서수원자동차공업사(주),민간,경기도 수원시 권선구 매송고색로503번길 2(오목천동),경기도 수원시 권선구 오목천동 358-5,37.24506737,126.9604797,031-297-8282,평일: 09:00~18:00+토요일: 09:00~13:00,2,1693,337,3,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
오토드림,민간,경기도 수원시 권선구 매송고색로 490(오목천동),경기도 수원시 권선구 오목천동 390-3,37.24313915,126.9594421,031-293-0244,평일: 09:00~18:00+토요일: 09:00~13:00,2,5545,84.8,3,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
㈜엘리트자동차공업사,민간,경기도 수원시 영통구 중부대로448번길 33(원천동),경기도 수원시 영통구 원천동 225,37.26808041,127.0626204,031-215-0993,평일: 09:00~18:00+토요일: 09:00~13:00,1,2145,850,4,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
㈜마이스터자동차정비공장,민간,경기도 수원시 권선구 산업로 10(오목천동),경기도 수원시 권선구 오목천동 648-3,37.23426815,126.9692708,031-294-1239,평일: 09:00~18:00+토요일: 09:00~13:00,1,3000,268.4,3,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
(주)신대영자동차1급정비업체,민간,경기도 수원시 영통구 중부대로448번길 77(원천동),경기도 수원시 영통구 원천동 236,37.26697927,127.0610259,031-216-8633,평일: 09:00~18:00+토요일: 09:00~13:00,1,2430,140,3,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
대성자동차공업사,민간,경기도 수원시 영통구 신원로 196(매탄동),경기도 수원시 영통구 매탄동 551-2,37.25332279,127.0606993,031-205-1865,평일: 09:00~18:00+토요일: 09:00~13:00,1,1447.9,569.56,3,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
퍼스트오토,민간,경기도 수원시 권선구 평동로 52-30(고색동),경기도 수원시 권선구 고색동 176-4,37.25492235,126.9916128,031-278-6561,평일: 09:00~18:00+토요일: 09:00~13:00,1,2099,812,4,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
㈜전국자동차정비,민간,경기도 수원시 영통구 신원로 210(매탄동),경기도 수원시 영통구 매탄동 555-1,37.2541198,127.0604567,031-7770-2578,평일: 09:00~18:00+토요일: 09:00~13:00,1,2242,1452.48,4,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
㈜홍보(장안자동차공업사),민간,경기도 수원시 장안구 송정로 75(송죽동),경기도 수원시 장안구 송죽동 395-9,37.29624153,127.0055949,031-255-2223,평일: 09:00~18:00+토요일: 09:00~13:00,2,3000,600,4,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
가온모터스,민간,경기도 수원시 권선구 서수원로75번길 70-13(오목천동),경기도 수원시 권선구 오목천동 661,37.23403504,126.972897,031-278-7942,평일: 09:00~18:00+토요일: 09:00~13:00,1,2244,85.45,3,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
㈜수원클린모터스,민간,경기도 수원시 장안구 경수대로 1131(이목동),경기도 수원시 장안구 이목동 897,37.31191181,126.9891997,031-269-1233,평일: 09:00~18:00+토요일: 09:00~13:00,1,884.08,424.88,3,N,Y,N,N,N,Y,Y,031-228-4316,경기도 수원시청,2023-08-25,3740000,경기도 수원시
㈜연초자동차종합정비공장,민간,경상남도 거제시 연초면 방곡길 3,경상남도 거제시 연초면 죽토리 468,34.9105631,128.661736,055-636-2600,(평일)09:00~18:00,1,2437,495,1,N,Y,N,N,N,N,Y,055-211-4355,경상남도 거제시청,2023-08-27,5370000,경상남도 거제시
사곡자동차정비,민간,경상남도 거제시 사등면 거제대로 5288,경상남도 거제시 사등면 사곡리 895-5,34.90033505,128.5628376,055-636-8777,(평일)09:00~18:01,1,988,988,1,N,Y,N,N,N,N,Y,055-211-4355,경상남도 거제시청,2023-08-27,5370000,경상남도 거제시
평화정비,민간,경상북도 예천군 예천읍 충효로 372,경상북도 예천군 예천읍 동본리 431-6,36.65525031,128.4626046,054-655-4444,평일:09:00~18:00+토요일:09:00~13:00,1,1095,206.62,4,N,Y,N,Y,N,N,N,054-650-6253,경상북도 예천군청,2023-03-08,5230000,경상북도 예천군
예천자동차공업사,민간,경상북도 예천군 예천읍 충효로 89,경상북도 예천군 예천읍 대심리 731-1,36.64568787,128.4353907,054-652-3595,평일:09:00~18:00+토요일:09:00~13:00,1,1896,594,6,N,Y,N,Y,N,N,N,054-650-6253,경상북도 예천군청,2023-03-08,5230000,경상북도 예천군
양궁종합정비공업사,민간,경상북도 예천군 예천읍 양궁로 226,경상북도 예천군 예천읍 청복리 222-3,36.63721825,128.472241,054-653-0909,평일:09:00~18:00+토요일:09:00~13:00,1,1632,554,10,N,Y,N,Y,N,N,N,054-650-6253,경상북도 예천군청,2023-03-08,5230000,경상북도 예천군
TH모터스,민간,경기도 평택시 진위면 진위산단로 53-95,,37.123547,127.080025,031-378-4972,9:00 ~ 18:00,1,1674,0,,Y,Y,N,Y,N,Y,N,031-8024-4833,경기도 평택시청 교통행정과,2023-06-30,3910000,경기도 평택시
평택대형자동차공업사,민간,경기도 평택시 산단로15번길 6(모곡동),,37.037693,127.072420,031-0000-0000,9:00 ~ 18:00,1,2704,0,,Y,Y,N,Y,N,Y,Y,031-8024-4833,경기도 평택시청 교통행정과,2023-06-30,3910000,경기도 평택시
우리자동차정비공장,민간,경기도 평택시 청북읍 현곡길 48,,37.0465996830,126.930471,031-683-6300,9:00 ~ 18:00,1,1000,532,,Y,Y,N,Y,N,Y,Y,031-8024-4833,경기도 평택시청 교통행정과,2023-06-30,3910000,경기도 평택시
㈜번창자동차공업사,민간,경기도 평택시 도일로 262(도일동),,37.056783,127.122501,031-656-8851,9:00 ~ 18:00,1,0,0,,Y,Y,N,Y,N,Y,N,031-8024-4833,경기도 평택시청 교통행정과,2023-06-30,3910000,경기도 평택시
주식회사 우석공업사,민간,경기도 평택시 노루댕이1길 14(장당동),,37.044476,127.063923,031-665-6466,9:00 ~ 18:00,1,1484,332,,Y,Y,N,Y,N,Y,Y,031-8024-4833,경기도 평택시청 교통행정과,2023-06-30,3910000,경기도 평택시
안중현대서비스(주),민간,경기도 평택시 오성면 서동대로 2061,,37.008107,126.971417,031-682-1900,9:00 ~ 18:00,1,4734,2688,,Y,Y,N,Y,N,Y,N,031-8024-4833,경기도 평택시청 교통행정과,2023-06-30,3910000,경기도 평택시
진한자동차검사소,민간,경기도 평택시 현덕면 서해로 668,,36.956858,126.921075,031-681-1760,9:00 ~ 18:00,1,2074,850,,Y,Y,N,Y,N,Y,N,031-8024-4833,경기도 평택시청 교통행정과,2023-06-30,3910000,경기도 평택시
평화현대서비스 주식회사,민간,경기도 평택시 포승읍 포승서로 80,,36.997615,126.855998,031-686-8777,9:00 ~ 18:00,1,3102,783,,Y,Y,N,Y,N,Y,Y,031-8024-4833,경기도 평택시청 교통행정과,2023-06-30,3910000,경기도 평택시
서평택모터스,민간,경기도 평택시 포승읍 포승향남로 355,,36.995840,126.845506,031-683-7833,9:00 ~ 18:00,1,2146,536,,Y,Y,N,Y,N,Y,Y,031-8024-4833,경기도 평택시청 교통행정과,2023-06-30,3910000,경기도 평택시
오성공업사,민간,경기도 평택시 오성면 숙성길 213,,37.006942,126.979533,031-681-4123,9:00 ~ 18:00,1,1292,627,,Y,Y,N,Y,N,Y,Y,031-8024-4833,경기도 평택시청 교통행정과,2023-06-30,3910000,경기도 평택시
1급현대자동차정비공장,민간,경기도 평택시 송탄로 428(지산동),,37.081779,127.058248,031-668-0167,9:00 ~ 18:00,1,1000,827,,Y,Y,N,Y,N,Y,Y,031-8024-4833,경기도 평택시청 교통행정과,2023-06-30,3910000,경기도 평택시
서부현대서비스,민간,전라북도 고창군 고창읍 고인돌대로 1636-6,전라북도 고창군 고창읍 덕산리 192-8,35.42575972,126.6928883,063-562-7993,평일:09:00~18:00,10,2291,45808,1,N,Y,N,N,N,N,Y,,전라북도 고창군청,2023-07-28,4780000,전라북도 고창군
(주)옥천현대상용서비스,민간,충청북도 옥천군 옥천읍 중앙로 137,,36.3093958,127.5712566,043-732-2200,(평일) 09:00~18:00,1,1122,1339.04,3,N,Y,N,N,N,Y,Y,043-269-5000,교통안전공단 충북본부,2023-07-14,4430000,충청북도 옥천군
금성공업사,민간,충청북도 옥천군 옥천읍 대천길11,,36.29193316,127.5670607,043-732-4444,(평일) 09:00~18:00,1,2670,1000,,N,Y,N,N,N,N,N,043-269-5000,교통안전공단 충북본부,2023-07-14,4430000,충청북도 옥천군
(주)옥천현대서비스,민간,충청북도 옥천군 옥천읍 마장로 67,,36.29320278,127.5754639,043-731-8256,(평일) 09:00~18:00,1,2379,474.93,3,N,Y,N,N,N,N,N,043-269-5000,교통안전공단 충북본부,2023-07-14,4430000,충청북도 옥천군
진성자동차공업사,민간,충청북도 옥천군 옥천읍 문장로 132,,36.29378663,127.5768148,043-733-9567,(평일) 09:00~18:00,1,1367,430.2,2,N,Y,N,N,N,N,N,043-269-5000,교통안전공단 충북본부,2023-07-14,4430000,충청북도 옥천군
옥천자동차공업사,민간,충청북도 옥천군 옥천읍 양수로 87,,36.29733431,127.5568512,043-731-0700,(평일) 09:00~18:00,1,1894,415.4,1,N,Y,N,N,N,N,N,043-269-5000,교통안전공단 충북본부,2023-07-14,4430000,충청북도 옥천군
강남자동차검사소,공공,서울특별시 강남구 헌릉로745길 13 (율현동),서울특별시 강남구 율현동123-1,37.46850851,127.1186807,02-459-2844,(평일)09:00~18:00+(토요일)09:00~13:00,5,4837,967,,Y,Y,Y,Y,Y,Y,Y,02-309-5000,한국교통안전공단 서울본부,2023-07-26,B553881,한국교통안전공단
강릉자동차검사소,공공,강원특별자치도 강릉시 경강로 1952-10 (홍제동),강원특별자치도 강릉시 홍제동365-6,37.74735582,128.8824207,033-646-5000,(평일)09:00~18:00+(토요일)09:00~13:00,1,2975,408,,Y,Y,Y,Y,Y,Y,Y,033-261-1580,한국교통안전공단 강원본부,2023-07-26,B553881,한국교통안전공단
